,StockCode
193946,22826
193947,22826
193948,22826
193949,22826
193950,22826
193951,22826
193952,22826
193953,22826
193954,22826
193955,22299
193956,15044C
193957,15044C
193958,15044C
193959,15044C
193960,15044D
193961,15044D
193962,15044D
193963,15044D
193964,15058C
193965,15058C
193966,15058C
193967,15058C
193968,15058C
193969,15058C
193970,15058C
193971,15058C
193972,15058C
193973,20700
193974,20700
193975,20700
193976,22513
193977,22513
193978,22513
193979,22513
193980,22513
193981,22513
193982,22872
193983,22872
193984,22872
193985,22878
193986,22878
193987,22878
193988,23249
193989,23249
193990,23250
193991,35971
193992,37447
193993,37447
193994,40016
193995,40016
193996,40016
193997,40016
193998,40016
193999,40016
194000,40016
194001,72799E
194002,72799E
194003,84459A
194004,84459A
194005,84637
194006,84637
194007,84637
194008,90013A
194009,90013A
194010,90013B
194011,90013B
194012,90013B
194013,90036E
194014,90036E
194015,90036E
194016,90036E
194017,90036E
194018,90036E
194019,21055
194020,21055
194021,21055
194022,21055
194023,21055
194024,21055
194025,21055
194026,21055
194027,21055
194028,21055
194029,21055
194030,21055
194031,21055
194032,21055
194033,21055
194034,21187
194035,21187
194036,21189
194037,21189
194038,21747
194039,21750
194040,21750
194041,21750
194042,21758
194043,21758
194044,21758
194045,21758
194046,21758
194047,21758
194048,21758
194049,21758
194050,21758
194051,21758
194052,21758
194053,22824
194054,22824
194055,22824
194056,22824
194057,22824
194058,22824
194059,22824
194060,22824
194061,22824
194062,22824
194063,22824
194064,22824
194065,22824
194066,22824
194067,22824
194068,22824
194069,22824
194070,22824
194071,22824
194072,22824
194073,22824
194074,22824
194075,22824
194076,22824
194077,22824
194078,22824
194079,22824
194080,22824
194081,22824
194082,22824
194083,22824
194084,22824
194085,22824
194086,22824
194087,23235
194088,20764
194089,20764
194090,21735
194091,21735
194092,21735
194093,21735
194094,21735
194095,21735
194096,21735
194097,21735
194098,21735
194099,21735
194100,21735
194101,22101
194102,22124
194103,22305
194104,22305
194105,22305
194106,22495
194107,22495
194108,22495
194109,22495
194110,22500
194111,22500
194112,22500
194113,22500
194114,22500
194115,22500
194116,22500
194117,22500
194118,22500
194119,23124
194120,23125
194121,23179
194122,23179
194123,23179
194124,23179
194125,23203
194126,23203
194127,23203
194128,23209
194129,23209
194130,23209
194131,40016
194132,40016
194133,40016
194134,40016
194135,40016
194136,40016
194137,40016
194138,47367B
194139,47367B
194140,84507B
194141,84507B
194142,84507B
194143,84659A
194144,84968C
194145,84968C
194146,84968C
194147,84968C
194148,84968C
194149,84968C
194150,84968C
194151,84968C
194152,84968C
194153,84968C
194154,84968C
194155,84968C
194156,84968C
194157,84968C
194158,84968C
194159,84968C
194160,84968C
194161,84968C
194162,84968C
194163,84968C
194164,84968C
194165,84968C
194166,84968C
194167,15058B
194168,15058B
194169,15058B
194170,15058B
194171,15058B
194172,15058B
194173,15058B
194174,15058B
194175,15058B
194176,20903
194177,20903
194178,20903
194179,21689
194180,21689
194181,84984B
194182,84984B
194183,84984B
194184,84984A
194185,84984A
194186,84984A
194187,84817
194188,23203
194189,23203
194190,23064
194191,23064
194192,23064
194193,23064
194194,23064
194195,23064
194196,23064
194197,23064
194198,23064
194199,23064
194200,23064
194201,23064
194202,23064
194203,23064
194204,23064
194205,23064
194206,23064
194207,23064
194208,23064
194209,23064
194210,23064
194211,23064
194212,23064
194213,23064
194214,23064
194215,23064
194216,23064
194217,23064
194218,23064
194219,23064
194220,23064
194221,23064
194222,23064
194223,23064
194224,23064
194225,23064
194226,23064
194227,23064
194228,23064
194229,23064
194230,23064
194231,23064
194232,23064
194233,23064
194234,23064
194235,23064
194236,23064
194237,23064
194238,23315
194239,23315
194240,23315
194241,23315
194242,23315
194243,23315
194244,23315
194245,23315
194246,84509C
194247,84509C
194248,23026
194249,22913
194250,22913
194251,22913
194252,21638
194253,23065
194254,23065
194255,23065
194256,23065
194257,23065
194258,23065
194259,23065
194260,23065
194261,23065
194262,23065
194263,23065
194264,22582
194265,20686
194266,20686
194267,22512
194268,22512
194269,22513
194270,22513
194271,84968D
194272,84968D
194273,84968D
194274,84968D
194275,84968D
194276,84968D
194277,84968D
194278,84968D
194279,84968D
194280,84968D
194281,84968D
194282,84968C
194283,84968C
194284,84968C
194285,84968C
194286,84968C
194287,84968C
194288,84968C
194289,84968C
194290,84968C
194291,84968C
194292,84968C
194293,21609
194294,20897
194295,21270
194296,21270
194297,21270
194298,21270
194299,21270
194300,21270
194301,21270
194302,21270
194303,21270
194304,21270
194305,21270
194306,20748
194307,20748
194308,20748
194309,20748
194310,20748
194311,20748
194312,20748
194313,20748
194314,20748
194315,20748
194316,20748
194317,21131
194318,21131
194319,21131
194320,21128
194321,21128
194322,21128
194323,21128
194324,21128
194325,21696
194326,15058A
194327,15058A
194328,15058A
194329,15058A
194330,15058A
194331,15058B
194332,15058B
194333,15058B
194334,15058B
194335,15058B
194336,21467
194337,21467
194338,21537
194339,21537
194340,21537
194341,21711
194342,21711
194343,21711
194344,21253
194345,23337
194346,23335
194347,22313
194348,23164
194349,23164
194350,23164
194351,23070
194352,23070
194353,23070
194354,23255
194355,23255
194356,23255
194357,23255
194358,23255
194359,23255
194360,23069
194361,23069
194362,23069
194363,23069
194364,23069
194365,23073
194366,23073
194367,23073
194368,23073
194369,23073
194370,23073
194371,23073
194372,23073
194373,23073
194374,23073
194375,23073
194376,22313
194377,23315
194378,23315
194379,23315
194380,23315
194381,23315
194382,23315
194383,23315
194384,23315
194385,23317
194386,23317
194387,23317
194388,23317
194389,23317
194390,23317
194391,23317
194392,23317
194393,23181
194394,23181
194395,23181
194396,23181
194397,23181
194398,23181
194399,23181
194400,22443
194401,22443
194402,22443
194403,22443
194404,22443
194405,22443
194406,23073
194407,23073
194408,23073
194409,23073
194410,23073
194411,23073
194412,23073
194413,23073
194414,23073
194415,23073
194416,23073
194417,21609
194418,21793
194419,21793
194420,35649
194421,35649
194422,23135
194423,23135
194424,23324
194425,23255
194426,23255
194427,23255
194428,23317
194429,23317
194430,23317
194431,23317
194432,23317
194433,23317
194434,23317
194435,23317
194436,90036E
194437,90036E
194438,90036E
194439,90036E
194440,90036E
194441,90036E
194442,90016B
194443,90016B
194444,90016B
194445,90016B
194446,90016B
194447,90016B
194448,90016B
194449,90014A
194450,90014A
194451,90014A
194452,90014A
194453,90014A
194454,90014A
194455,90014A
194456,90014A
194457,90186A
194458,90016A
194459,90016A
194460,90016A
194461,90016A
194462,90016A
194463,90016A
194464,90016A
194465,90209C
194466,90209B
194467,90186A
194468,15058C
194469,15058C
194470,15058C
194471,15058C
194472,15058C
194473,15058C
194474,15058C
194475,15058C
194476,15058C
194477,17012D
194478,20667
194479,20700
194480,20700
194481,20700
194482,20903
194483,20903
194484,20903
194485,21220
194486,21311
194487,21311
194488,22299
194489,22513
194490,22513
194491,22513
194492,22513
194493,22513
194494,22513
194495,46775D
194496,46775D
194497,46775D
194498,46775D
194499,46775D
194500,46775D
194501,46775D
194502,84569D
194503,84637
194504,84637
194505,84637
194506,84795B
194507,84795B
194508,84795B
194509,84795B
194510,84795B
194511,84795B
194512,84795B
194513,84795B
194514,84795B
194515,84795B
194516,84795B
194517,84795B
194518,84795B
194519,84795B
194520,84795B
194521,84912A
194522,84912A
194523,85095
194524,85095
194525,85095
194526,90010A
194527,90010A
194528,90010A
194529,90010A
194530,90010A
194531,90010A
194532,90010A
194533,90010A
194534,90016B
194535,90016B
194536,90016B
194537,90016B
194538,90016B
194539,90016B
194540,90016B
194541,90018B
194542,90018B
194543,90018B
194544,90130C
194545,90183A
194546,90200D
194547,90200D
194548,90200D
194549,22220
194550,22220
194551,22220
194552,22220
194553,22220
194554,22220
194555,22220
194556,22220
194557,22582
194558,37475
194559,37475
194560,37475
194561,37475
194562,37475
194563,37475
194564,37475
194565,37475
194566,23183
194567,23183
194568,23316
194569,23316
194570,23316
194571,23316
194572,23316
194573,23316
194574,23316
194575,23316
194576,23316
194577,23316
194578,23316
194579,23316
194580,23316
194581,23316
194582,23316
194583,23316
194584,21576
194585,22656
194586,22656
194587,22656
194588,22656
194589,22656
194590,22656
194591,22656
194592,22656
194593,22656
194594,22656
194595,22656
194596,22656
194597,22656
194598,22656
194599,22656
194600,22656
194601,22656
194602,22656
194603,22656
194604,22656
194605,22656
194606,22656
194607,22656
194608,22656
194609,22656
194610,22656
194611,22656
194612,22656
194613,22656
194614,22656
194615,22656
194616,22656
194617,22656
194618,22656
194619,22656
194620,22656
194621,22656
194622,22656
194623,22656
194624,22656
194625,22656
194626,22656
194627,22656
194628,22656
194629,22656
194630,22656
194631,22656
194632,22656
194633,22656
194634,22656
194635,22656
194636,22656
194637,22656
194638,22656
194639,22656
194640,22656
194641,22656
194642,22656
194643,22656
194644,22656
194645,22656
194646,22656
194647,22656
194648,22656
194649,22656
194650,22656
194651,22656
194652,22656
194653,22656
194654,22656
194655,22656
194656,22656
194657,22656
194658,22656
194659,22656
194660,22656
194661,22656
194662,22656
194663,22656
194664,22656
194665,22656
194666,22656
194667,22656
194668,22656
194669,22656
194670,22656
194671,22656
194672,22656
194673,22656
194674,22656
194675,22656
194676,22656
194677,22656
194678,22656
194679,22656
194680,22656
194681,22656
194682,22656
194683,22656
194684,22656
194685,22656
194686,22656
194687,22656
194688,22656
194689,22656
194690,22656
194691,22656
194692,22656
194693,22656
194694,22656
194695,22656
194696,22656
194697,22656
194698,22656
194699,22656
194700,22656
194701,22656
194702,22656
194703,22656
194704,22656
194705,22656
194706,22656
194707,22656
194708,22656
194709,84974
194710,84974
194711,84974
194712,84974
194713,84974
194714,84974
194715,84974
194716,84974
194717,22236
194718,22236
194719,22236
194720,22236
194721,22236
194722,22236
194723,22236
194724,22236
194725,22236
194726,15044D
194727,85107
194728,22118
194729,22118
194730,22118
194731,85185B
194732,84974
194733,84974
194734,84974
194735,84974
194736,84974
194737,84974
194738,84974
194739,84974
194740,23335
194741,23047
194742,23047
194743,23047
194744,23047
194745,23046
194746,23046
194747,23046
194748,23046
194749,23046
194750,23008
194751,23008
194752,23008
194753,23008
194754,23008
194755,23008
194756,23008
194757,23008
194758,23008
194759,23008
194760,23008
194761,23008
194762,23008
194763,23008
194764,23008
194765,85184C
194766,15044C
194767,15044D
194768,15044A
194769,15044A
194770,90010A
194771,90010A
194772,90010A
194773,90010A
194774,90010A
194775,90010A
194776,90010A
194777,23021
194778,23021
194779,23021
194780,23315
194781,23315
194782,23315
194783,23315
194784,23315
194785,23315
194786,23315
194787,23315
194788,23164
194789,23164
194790,23164
194791,22660
194792,22660
194793,22660
194794,22660
194795,22660
194796,22660
194797,22824
194798,22824
194799,22824
194800,22824
194801,22824
194802,22824
194803,22824
194804,22824
194805,22824
194806,22824
194807,22824
194808,22824
194809,22824
194810,22824
194811,22824
194812,22824
194813,22824
194814,22824
194815,22824
194816,22824
194817,22824
194818,22824
194819,22824
194820,22824
194821,22824
194822,22824
194823,22824
194824,22824
194825,22824
194826,22824
194827,22824
194828,22824
194829,22824
194830,22824
194831,21424
194832,21426
194833,22826
194834,22826
194835,22826
194836,22826
194837,22826
194838,22826
194839,22826
194840,22826
194841,22826
194842,22826
194843,22826
194844,22826
194845,22826
194846,22826
194847,22826
194848,22826
194849,22826
194850,22826
194851,22826
194852,22826
194853,22826
194854,22826
194855,22826
194856,22826
194857,22826
194858,22826
194859,22826
194860,22826
194861,22826
194862,22826
194863,22826
194864,22826
194865,22826
194866,22826
194867,22826
194868,22826
194869,22826
194870,22826
194871,22826
194872,22826
194873,22826
194874,22826
194875,22826
194876,22826
194877,22826
194878,22826
194879,22826
194880,22826
194881,22826
194882,22826
194883,22826
194884,22826
194885,22826
194886,22826
194887,22826
194888,22826
194889,22826
194890,22826
194891,22826
194892,22826
194893,22826
194894,22826
194895,22826
194896,22826
194897,22826
194898,22826
194899,22826
194900,22826
194901,22826
194902,22826
194903,22826
194904,22826
194905,22826
194906,22826
194907,22826
194908,22826
194909,22826
194910,22826
194911,22826
194912,22826
194913,22826
194914,22826
194915,22826
194916,22826
194917,18098C
194918,85135C
194919,85135C
194920,85135C
194921,85135C
194922,85135C
194923,85135C
194924,85135B
194925,85135B
194926,85135B
194927,85135B
194928,85135B
194929,85135B
194930,85135B
194931,85135B
194932,85135B
194933,85135B
194934,85135B
194935,85135B
194936,85135C
194937,85135C
194938,85135C
194939,85135C
194940,85135C
194941,85135C
194942,20767
194943,21688
194944,23153
194945,23153
194946,23026
194947,85036A
194948,85036A
194949,85036A
194950,85035A
194951,85035A
194952,85035A
194953,85034A
194954,85034A
194955,85034A
194956,23235
194957,22496
194958,22500
194959,22500
194960,22500
194961,22497
194962,22497
194963,22497
194964,21359
194965,21359
194966,82011B
194967,82011B
194968,82011A
194969,82011A
194970,82011C
194971,82011C
194972,21359
194973,21359
194974,23164
194975,23164
194976,23164
194977,21465
194978,21465
194979,21469
194980,21469
194981,21467
194982,21467
194983,85035A
194984,85035A
194985,85035A
194986,85036A
194987,85036A
194988,85036A
194989,72802A
194990,72802A
194991,72802A
194992,72803A
194993,72803A
194994,72803A
194995,85036C
194996,85036C
194997,85036C
194998,23124
194999,23125
195000,40016
195001,40016
195002,40016
195003,40016
195004,40016
195005,40016
195006,40016
195007,46776A
195008,46776A
195009,46776A
195010,46776E
195011,46776E
195012,46776E
195013,47503H
195014,47503H
195015,47503H
195016,84876D
195017,84876D
195018,84876D
195019,84876D
195020,84876D
195021,84876D
195022,84877D
195023,84877D
195024,85170C
195025,85170C
195026,85170C
195027,90019A
195028,90019A
195029,90019A
195030,90019A
195031,90028
195032,90028
195033,90028
195034,90028
195035,90028
195036,90028
195037,90028
195038,90184B
195039,90184B
195040,90184B
195041,90184B
195042,90184B
195043,90184B
195044,90184B
195045,90184B
195046,15044A
195047,15044A
195048,15044A
195049,15044A
195050,15058B
195051,15058B
195052,15058B
195053,15058B
195054,15058B
195055,15058B
195056,15058B
195057,15058B
195058,15058B
195059,17012D
195060,20657
195061,20661
195062,20667
195063,20902
195064,20902
195065,20902
195066,21246
195067,21246
195068,21246
195069,21270
195070,21270
195071,21270
195072,21270
195073,21270
195074,21270
195075,21270
195076,21270
195077,21270
195078,21270
195079,21270
195080,21270
195081,21270
195082,21270
195083,21270
195084,21270
195085,21270
195086,21270
195087,21270
195088,21270
195089,21270
195090,21270
195091,21270
195092,21417
195093,21417
195094,21417
195095,21578
195096,21578
195097,21578
195098,21628
195099,21628
195100,21628
195101,21628
195102,21628
195103,21628
195104,21628
195105,21628
195106,21628
195107,21628
195108,21628
195109,21628
195110,21628
195111,21628
195112,21628
195113,21628
195114,21628
195115,21628
195116,21628
195117,21628
195118,21628
195119,21628
195120,21628
195121,21628
195122,21628
195123,21628
195124,21628
195125,21628
195126,22067
195127,22067
195128,22103
195129,22103
195130,22277
195131,22277
195132,22277
195133,22341
195134,22341
195135,22466
195136,22466
195137,22466
195138,22884
195139,22884
195140,22884
195141,23039
195142,23039
195143,23039
195144,23088
195145,21352
195146,21352
195147,21352
195148,21352
195149,21371
195150,21371
195151,21371
195152,21820
195153,21820
195154,21820
195155,21820
195156,21820
195157,21820
195158,22124
195159,22414
195160,22414
195161,22414
195162,22414
195163,22414
195164,22414
195165,22414
195166,22414
195167,22414
195168,22414
195169,22414
195170,22414
195171,22414
195172,22414
195173,22466
195174,22466
195175,22466
195176,22806
195177,22806
195178,22806
195179,22806
195180,22882
195181,22882
195182,22882
195183,22889
195184,22889
195185,22889
195186,23016
195187,23016
195188,23016
195189,23016
195190,23016
195191,23016
195192,23316
195193,23316
195194,23316
195195,23316
195196,23316
195197,23316
195198,23316
195199,23316
195200,23316
195201,23316
195202,23316
195203,23316
195204,23316
195205,23316
195206,23316
195207,23316
195208,23316
195209,23316
195210,35646
195211,46776F
195212,46776F
195213,46776F
195214,72799E
195215,72799E
195216,84659A
195217,84796A
195218,84796A
195219,84796A
195220,84796A
195221,84796A
195222,84796A
195223,84796A
195224,90064A
195225,90064A
195226,90064A
195227,90114
195228,90116
195229,90118
195230,90119
195231,90130B
195232,90134
195233,90198A
195234,90198A
195235,90198A
195236,90209B
195237,15058B
195238,15058B
195239,15058B
195240,15058B
195241,15058B
195242,15058B
195243,15058B
195244,15058B
195245,15058B
195246,15058C
195247,15058C
195248,15058C
195249,15058C
195250,15058C
195251,15058C
195252,15058C
195253,15058C
195254,15058C
195255,17012A
195256,18094C
195257,20661
195258,21194
195259,21194
195260,21194
195261,21200
195262,21200
195263,21246
195264,21246
195265,21246
195266,22799
195267,22799
195268,22799
195269,22799
195270,22799
195271,22799
195272,22799
195273,22702
195274,22236
195275,22236
195276,22236
195277,22236
195278,22236
195279,22236
195280,22236
195281,22236
195282,22236
195283,22236
195284,22236
195285,20766
195286,20766
195287,22526
195288,22526
195289,22526
195290,22526
195291,22526
195292,22526
195293,22526
195294,22526
195295,22526
195296,22526
195297,22526
195298,23069
195299,23069
195300,23069
195301,23069
195302,23069
195303,85180B
195304,85180B
195305,85180B
195306,23203
195307,22913
195308,22913
195309,22913
195310,22912
195311,22912
195312,22912
195313,22390
195314,22390
195315,22472
195316,22472
195317,22472
195318,22471
195319,22471
195320,22471
195321,22201
195322,22201
195323,22201
195324,84358
195325,84358
195326,84358
195327,84358
195328,84358
195329,84358
195330,84358
195331,22220
195332,22220
195333,22220
195334,22220
195335,22220
195336,22220
195337,22220
195338,22220
195339,23136
195340,23136
195341,23153
195342,23153
195343,23203
195344,84509B
195345,84509B
195346,21638
195347,84968F
195348,84968F
195349,84968F
195350,84968F
195351,84968F
195352,84968F
195353,84968F
195354,84968F
195355,84968F
195356,84968F
195357,84968F
195358,85096
195359,85096
195360,23135
195361,23135
195362,23135
195363,23135
195364,22461
195365,22461
195366,23235
195367,23203
195368,22461
195369,22461
195370,22414
195371,22414
195372,22414
195373,22414
195374,22414
195375,22414
195376,21205
195377,21205
195378,21205
195379,21581
195380,21581
195381,21581
195382,22341
195383,22341
195384,23072
195385,23072
195386,23072
195387,23072
195388,23072
195389,23072
195390,23072
195391,23072
195392,23072
195393,23072
195394,23072
195395,23072
195396,23072
195397,23072
195398,23072
195399,23072
195400,23072
195401,23072
195402,23072
195403,23072
195404,23072
195405,23072
195406,23072
195407,40016
195408,40016
195409,40016
195410,40016
195411,40016
195412,40016
195413,40016
195414,46775D
195415,46775D
195416,46775D
195417,46775D
195418,46775D
195419,46775D
195420,46775D
195421,46776E
195422,46776E
195423,46776E
195424,72812
195425,72812
195426,72812
195427,84616
195428,84616
195429,84616
195430,84616
195431,84616
195432,84616
195433,84616
195434,84616
195435,84616
195436,84616
195437,84616
195438,84616
195439,84616
195440,84616
195441,84616
195442,84616
195443,84616
195444,84616
195445,84616
195446,84616
195447,84616
195448,84616
195449,84616
195450,84616
195451,84616
195452,84616
195453,84616
195454,84616
195455,84616
195456,84616
195457,84616
195458,84616
195459,84616
195460,84616
195461,84616
195462,84616
195463,84616
195464,84616
195465,84616
195466,84616
195467,84616
195468,84616
195469,84616
195470,84616
195471,84616
195472,84616
195473,84616
195474,84616
195475,84616
195476,84616
195477,84616
195478,84616
195479,84616
195480,84616
195481,84616
195482,84616
195483,84616
195484,84637
195485,84637
195486,84637
195487,84754
195488,84796A
195489,84796A
195490,84796A
195491,84796A
195492,84796A
195493,84796A
195494,84796A
195495,84912A
195496,84912A
195497,84919
195498,84919
195499,84919
195500,84919
195501,84951A
195502,84951B
195503,84976
195504,84976
195505,90022
195506,90022
195507,90114
195508,90165B
195509,90177A
195510,90180A
195511,90180A
195512,90180A
195513,90180A
195514,90180A
195515,90180A
195516,90180A
195517,90180A
195518,90182A
195519,90182C
195520,90183A
195521,90185B
195522,90185B
195523,90185B
195524,90186B
195525,90192
195526,90192
195527,90192
195528,17012A
195529,17012C
195530,20902
195531,20902
195532,20902
195533,20903
195534,20903
195535,20903
195536,20997
195537,20997
195538,20997
195539,21001
195540,21001
195541,21001
195542,84989a
195543,22824
195544,22824
195545,22824
195546,22824
195547,22824
195548,22824
195549,22824
195550,22824
195551,22824
195552,22824
195553,22824
195554,22824
195555,22824
195556,22824
195557,22824
195558,22824
195559,22824
195560,22824
195561,22824
195562,22824
195563,22824
195564,22824
195565,22824
195566,22824
195567,22824
195568,22824
195569,22824
195570,22824
195571,22824
195572,22824
195573,22824
195574,22824
195575,22824
195576,22824
195577,23015
195578,23015
195579,23015
195580,23015
195581,23015
195582,23015
195583,23015
195584,21128
195585,21128
195586,21128
195587,21128
195588,21128
195589,22085
195590,22461
195591,22461
195592,23065
195593,23065
195594,23065
195595,23065
195596,23065
195597,23065
195598,23065
195599,23065
195600,23065
195601,23065
195602,23065
195603,23075
195604,23075
195605,23075
195606,20686
195607,20686
195608,85124B
195609,23064
195610,23064
195611,23064
195612,23064
195613,23064
195614,23064
195615,23064
195616,23064
195617,23064
195618,23064
195619,23064
195620,23064
195621,23064
195622,23064
195623,23064
195624,23064
195625,23064
195626,23064
195627,23064
195628,23064
195629,23064
195630,23064
195631,23064
195632,23064
195633,23064
195634,23064
195635,23064
195636,23064
195637,23064
195638,23064
195639,23064
195640,23064
195641,23064
195642,23064
195643,23064
195644,23064
195645,23064
195646,23064
195647,23064
195648,23064
195649,23064
195650,23064
195651,23064
195652,23064
195653,23064
195654,23064
195655,23064
195656,23064
195657,20934
195658,20934
195659,20934
195660,20934
195661,23020
195662,23020
195663,23020
195664,23020
195665,23020
195666,23020
195667,23020
195668,23020
195669,23020
195670,23020
195671,23020
195672,21758
195673,21758
195674,21758
195675,21758
195676,21758
195677,21638
195678,21647
195679,85173
195680,85170C
195681,85124B
195682,23020
195683,23020
195684,23020
195685,23020
195686,23020
195687,23020
195688,23020
195689,23020
195690,23020
195691,23020
195692,23020
195693,37501
195694,37501
195695,37501
195696,37501
195697,37501
195698,84429A
195699,20902
195700,20902
195701,20902
195702,20903
195703,20903
195704,20903
195705,20997
195706,20997
195707,20997
195708,21003
195709,21003
195710,21003
195711,21003
195712,21192
195713,21192
195714,21246
195715,21246
195716,21246
195717,21248
195718,21248
195719,21270
195720,21270
195721,21270
195722,21270
195723,21270
195724,21270
195725,21270
195726,21270
195727,21270
195728,21270
195729,21270
195730,21270
195731,21270
195732,21270
195733,21270
195734,21270
195735,21270
195736,21270
195737,21270
195738,21270
195739,21270
195740,21270
195741,21270
195742,21415
195743,21415
195744,21415
195745,21469
195746,21469
195747,21469
195748,21469
195749,21469
195750,21469
195751,21758
195752,21758
195753,21758
195754,21758
195755,21758
195756,21758
195757,21758
195758,21758
195759,21758
195760,21758
195761,21758
195762,21850
195763,21850
195764,21850
195765,21850
195766,21850
195767,21850
195768,21850
195769,22124
195770,22277
195771,22277
195772,22277
195773,22324
195774,22324
195775,22324
195776,15044A
195777,15044A
195778,15044A
195779,15044A
195780,17012D
195781,20615
195782,20615
195783,20615
195784,20659
195785,20670
195786,20700
195787,20700
195788,20700
195789,22514
195790,22514
195791,22514
195792,23316
195793,23316
195794,23316
195795,23316
195796,23316
195797,23316
195798,23316
195799,23316
195800,23316
195801,23316
195802,23316
195803,23316
195804,23316
195805,23316
195806,23316
195807,23316
195808,23316
195809,23316
195810,23336
195811,23336
195812,23336
195813,35598B
195814,35598B
195815,35598B
195816,35598B
195817,35598B
195818,46776B
195819,46776B
195820,46776B
195821,46776F
195822,46776F
195823,46776F
195824,84507B
195825,84507B
195826,84507B
195827,84637
195828,84637
195829,84637
195830,84796A
195831,84796A
195832,84796A
195833,84796A
195834,84796A
195835,84796A
195836,84796A
195837,84849A
195838,84849A
195839,85130D
195840,85130D
195841,90018A
195842,90018A
195843,90018A
195844,90166
195845,90166
195846,90166
195847,23066
195848,23066
195849,23066
195850,23066
195851,23066
195852,23066
195853,23066
195854,23071
195855,23071
195856,23071
195857,23071
195858,23071
195859,23071
195860,23071
195861,23071
195862,23071
195863,23071
195864,23071
195865,23072
195866,23072
195867,23072
195868,23072
195869,23072
195870,23072
195871,23072
195872,23072
195873,23072
195874,23072
195875,23072
195876,20700
195877,20700
195878,20700
195879,20903
195880,20903
195881,20903
195882,21106
195883,21106
195884,21106
195885,21106
195886,21107
195887,21107
195888,21107
195889,21107
195890,21578
195891,21578
195892,21578
195893,21630
195894,21630
195895,21630
195896,21630
195897,21630
195898,21630
195899,21630
195900,21630
195901,21630
195902,21630
195903,21630
195904,21630
195905,21630
195906,21630
195907,21630
195908,21630
195909,21630
195910,21793
195911,21793
195912,21793
195913,21793
195914,21793
195915,21793
195916,22062
195917,22067
195918,22067
195919,22447
195920,22447
195921,22447
195922,22447
195923,22447
195924,22647
195925,22647
195926,23033
195927,23033
195928,23086
195929,84912A
195930,84912A
195931,85025C
195932,85025C
195933,23065
195934,23065
195935,23065
195936,23065
195937,23065
195938,23065
195939,23065
195940,23065
195941,23065
195942,23065
195943,23065
195944,23071
195945,23071
195946,23071
195947,23071
195948,23071
195949,23071
195950,23071
195951,23071
195952,23071
195953,23071
195954,23071
195955,23072
195956,23072
195957,23072
195958,23072
195959,23072
195960,23072
195961,23072
195962,23072
195963,23072
195964,23072
195965,23072
195966,23094
195967,23094
195968,23094
195969,23094
195970,23094
195971,23094
195972,23094
195973,23094
195974,23094
195975,23094
195976,23094
195977,84968E
195978,84968E
195979,84968E
195980,84968E
195981,84968E
195982,84968E
195983,84968E
195984,84968E
195985,84968E
195986,84968E
195987,84968E
195988,72802A
195989,72802A
195990,72802A
195991,20686
195992,20686
195993,23019
195994,23019
195995,23019
195996,23019
195997,23019
195998,23019
195999,23019
196000,22826
196001,22826
196002,22826
196003,22826
196004,22826
196005,22826
196006,22826
196007,22826
196008,22826
196009,22826
196010,22826
196011,22826
196012,22826
196013,22826
196014,22826
196015,22826
196016,22826
196017,22826
196018,22826
196019,22826
196020,22826
196021,22826
196022,22826
196023,22826
196024,22826
196025,22826
196026,22826
196027,22826
196028,22826
196029,22826
196030,22826
196031,22826
196032,22826
196033,22826
196034,22826
196035,22826
196036,22826
196037,22826
196038,22826
196039,22826
196040,22826
196041,22826
196042,22826
196043,22826
196044,22826
196045,22826
196046,22826
196047,22826
196048,22826
196049,22826
196050,22826
196051,22826
196052,22826
196053,22826
196054,22826
196055,22826
196056,22826
196057,22826
196058,22826
196059,22826
196060,22826
196061,22826
196062,22826
196063,22826
196064,22826
196065,22826
196066,22826
196067,22826
196068,22826
196069,22826
196070,22826
196071,22826
196072,22826
196073,22826
196074,22826
196075,22826
196076,22826
196077,22826
196078,22826
196079,22826
196080,22826
196081,22826
196082,22826
196083,22826
196084,23164
196085,23164
196086,23164
196087,84352
196088,84352
196089,84352
196090,84352
196091,84352
196092,84352
196093,84352
196094,84352
196095,84352
196096,84352
196097,84352
196098,84352
196099,84352
196100,84352
196101,84352
196102,23235
196103,23020
196104,23020
196105,23020
196106,23020
196107,23020
196108,23020
196109,23020
196110,23020
196111,23020
196112,23020
196113,23020
196114,23015
196115,23015
196116,23015
196117,23015
196118,23015
196119,23015
196120,23015
196121,23017
196122,23017
196123,23017
196124,23017
196125,23017
196126,23017
196127,23017
196128,23017
196129,23017
196130,23017
196131,23017
196132,22461
196133,22461
196134,23046
196135,23046
196136,23046
196137,23046
196138,23046
196139,23046
196140,23046
196141,23046
196142,23046
196143,23046
196144,23046
196145,23046
196146,23161
196147,23235
196148,23235
196149,23235
196150,23235
196151,23336
196152,23336
196153,23336
196154,20654
196155,20655
196156,20658
196157,72801c
196158,84509c
196159,84509c
196160,84509c
196161,84509c
196162,84509c
196163,84509c
196164,84510c
196165,84660c
196166,84660c
196167,84660c
196168,84660c
196169,84660c
196170,84660c
196171,84795b
196172,84795b
196173,84795b
196174,84795b
196175,84795b
196176,84795b
196177,84795b
196178,84795b
196179,84795b
196180,84795b
196181,84795b
196182,84795b
196183,84795b
196184,84795b
196185,84795b
196186,84796a
196187,84796a
196188,84796a
196189,84796a
196190,84796a
196191,84796a
196192,84796a
196193,84968e
